,date,time,retweet_count,neg,neu,pos,cmpd,IsTradingDay,is_retweet,numTweets,EMA5,EMA10,EMA20,Output
10178,2017-08-21,3.0169444444444444,20975.0,0.0,0.7609999999999999,0.239,0.5267,1,False,3,234.20902640833498,234.4001263611427,234.76831052735068,1.0
10179,2017-08-20,23.36861111111111,28832.0,0.42200000000000004,0.578,0.0,-0.9211,0,False,1,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10180,2017-08-19,20.696944444444444,33075.0,0.126,0.7170000000000001,0.157,-0.1759,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10181,2017-08-19,20.6875,28852.0,0.067,0.7,0.233,0.7177,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10182,2017-08-19,20.57888888888889,1958.0,0.067,0.7,0.233,0.7177,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10183,2017-08-19,19.491388888888892,15167.0,0.0,0.7090000000000001,0.29100000000000004,0.6249,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10184,2017-08-19,19.379722222222227,25591.0,0.204,0.44299999999999995,0.354,0.5255,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10185,2017-08-19,17.790555555555557,28313.0,0.16699999999999998,0.618,0.214,0.3164,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10186,2017-08-19,11.791944444444445,16128.0,0.0,0.769,0.231,0.659,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10187,2017-08-19,11.564166666666667,25380.0,0.0,0.643,0.35700000000000004,0.8777,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10188,2017-08-19,4.983611111111111,21668.0,0.0,0.782,0.218,0.636,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10189,2017-08-19,1.5161111111111112,14892.0,0.53,0.47,0.0,-0.9246,0,False,10,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10190,2017-08-18,23.28722222222223,13916.0,0.0,0.693,0.307,0.8188,1,False,8,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10191,2017-08-18,15.481111111111113,14281.0,0.0,0.743,0.257,0.6369,1,False,8,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10192,2017-08-18,15.465277777777779,12277.0,0.0,0.7140000000000001,0.28600000000000003,0.6808,1,True,8,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10193,2017-08-18,15.464166666666667,10351.0,0.0,0.6779999999999999,0.322,0.6908,1,True,8,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10194,2017-08-18,14.156666666666665,16118.0,0.0,0.7979999999999999,0.20199999999999999,0.6486,1,False,8,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10195,2017-08-18,13.103611111111109,37669.0,0.3,0.7,0.0,-0.8217,1,False,8,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10196,2017-08-18,12.925833333333333,23407.0,0.271,0.643,0.086,-0.6352,1,False,8,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10197,2017-08-18,12.524166666666664,22669.0,0.095,0.672,0.233,0.4389,1,False,8,234.15198961250246,234.41724333028552,234.8151747933876,1.0
10198,2017-08-17,18.753888888888888,30534.0,0.32,0.593,0.087,-0.8154,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10199,2017-08-17,18.016111111111115,66115.0,0.278,0.39399999999999996,0.327,0.4574,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10200,2017-08-17,13.3625,27230.0,0.087,0.77,0.14300000000000002,0.3816,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10201,2017-08-17,13.266111111111114,34360.0,0.17,0.83,0.0,-0.5999,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10202,2017-08-17,13.124444444444444,34483.0,0.09699999999999999,0.654,0.249,0.7096,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10203,2017-08-17,12.983888888888886,11830.0,0.0,0.785,0.215,0.6588,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10204,2017-08-17,10.9425,23199.0,0.221,0.6559999999999999,0.122,-0.5147,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10205,2017-08-17,10.536388888888887,33033.0,0.42700000000000005,0.573,0.0,-0.9344,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
